1)  a, an indefinite article	1.	a, belirsiz bir makale	
		 	 	
				
2)	abandon v.	2.	v terk.	
		 	 	
				
3)	abandoned adj.	3.	Terk edilmiş sıf.	
		 	 	
				
4)	ability n.	4.	yetenek n.	
		 	 	
				
5)	able adj.	5.	mümkün sıf.	
		 	 	
				
6)	unable adj.	6.	yapamaz sıf.	
		 	 	
				
7)	about adv., prep.	7.	hakkında adv., hazırlık.	
		 	 	
				
8)	above prep., adv.	8.	prep üstünde., adv.	
		 	 	
				
9)	abroad adv.	9.	Yurt dışında adv.	
		 	 	
			
10) absence n.	10.	yokluğu n.	
56) adequately adv.	56.	yeterince adv.	
	 	 	
			
57) adjust v.	57.	v ayarlayın.	
	 	 	
			
58) admiration n.	58.	hayranlık n.	
	 	 	
			
59) admire v.	59.	v hayranım.	
	 	 	
			
60) admit v.	60.	v itiraf.	
	 	 	
			
61) adopt v.	61.	v benimsenmesi.	
	 	 	
			
62) adult n., adj.	62.	Yetişkin n., sıf.	
	 	 	
			
63) advance n., v.	63.	n ilerlemek., v.	
	 	 	
			
64) advanced adj.	64.	Gelişmiş sıf.	
	 	 	
			
65) in advance	65.	önceden	
	 	 	
			
66) advantage n.	66.	avantaj n.	
	 	 	
			
67) take advantage of	67.	yararlanmak	
	 	 	
			
68) adventure n.	68.	macera n.	
	 	 	
			
69) advertise v.	69.	v tanıtımı.	
	 	 	
			
70) advertising n.	70.	reklam n.	
	 	 	
			
71) advertisement (also ad, advert) n.	71.	reklam (aynı	
	 	 	
	zamanda reklam, reklam) n.	
			
72) advice n.	72.	tavsiye n.	
	 	 	
			
73) advise v.	73.	v öneriyoruz.	
	 	 	
			
74) affair n.	74.	mesele n.	
	 	 	
			
75) affect v.	75.	v etkiler.	
	 	 	
			
76) affection n.	76.	sevgi n.	
	 	 	
			
77) afford v.	77.	v göze.	
	 	 	
			
78) afraid adj.	78.	korkuyor sıf.	
	 	 	
			


79) after prep., conj., adv.	79.	sonra hazırlık., conj., adv.	
			 	 	
				
80) afternoon n.		80.	Öğleden sonra n.	
			 	 	
				
81) afterwards	(especially BrE;	81.	Daha sonra (özellikle Bre,	
NAmE usually afterward) adv.	 	 	
 	adı genellikle sonra) adv.	
			 	
				
82) again adv.		82.	Yine adv.	
			 	 	
				
83) against prep.		83.	hazırlık karşı.	
			 	 	
					
84) age n.			84.	yaş n.	
			 	 	
				
85) aged adj.		85.	yaşlı sıf.	
			 	 	
				
86) agency n.		86.	Ajans n.	
			 	 	
				
87) agent n.		87.	Ajan n.	
			 	 	
				
88) aggressive adj.		88.	Agresif sıf.	
			 	 	
				
89) ago adv.		89.	Önce adv.	
			 	 	
				
90) agree v.		90.	v katılıyorum.	
			 	 	
				
91) agreement n.		91.	Anlaşma n.	
			 	 	
				
92) ahead adv.		92.	Önümüzdeki adv.	
			 	 	
				
93) aid n., v.		93.	yardım n., v.	
			 	 	
				
94) aim n., v.		94.	n hedefliyoruz. v.	
			 	 	
					
95) air n.			95.	Hava n.	
			 	 	
				
96) aircraft n.		96.	uçak n.	
			 	 	
				
97) airport n.		97.	Havaalanı n.	
			 	 	
				
98) alarm n., v.		98.	Alarm n., v.	
			 	 	
				
99) alarming adj.		99.	alarm sıf.	
			 	 	
				
100)	alarmed adj.	100.	Alarmlı sıf.	
			 	 	
					
101)	alcohol n.		101.	alkol n.	
			 	 	
				
102)	alcoholic adj., n.	102.	Alkollü adj., n.	
			 	 	
					
103)	alive adj.		103.	Hayatta sıf.	
			 	 	
				
104)	all det., pron., adv.	104.	tüm det., zam., adv.	
			 	 	
					


105)	allow v.	105.	v sağlar.	
		 	 	
				
106)	all right adj., adv., exclamation	106.	tamam adj., adv., ünlem	
		 	 	
				
107)	ally n., v.	107.	müttefiki n., v.	
		 	 	
				
108)	allied adj.	108.	müttefik sıf.	
		 	 	
				
109)	almost adv.	109.	Neredeyse adv.	
		 	 	
				
110)	alone adj., adv.	110.	Yalnız adj., adv.	
		 	 	
				
111)	along prep., adv.	111.	prep boyunca., adv.	
		 	 	
				
112)	alongside prep., adv.	112.	prep yanında., adv.	
		 	 	
				
113)	aloud adv.	113.	yüksek sesle adv.	
		 	 	
				
114)	alphabet n.	114.	alfabe n.	
		 	 	
				
115)	alphabetical adj.	115.	alfabetik sıf.	
		 	 	
				
116)	alphabetically adv.	116.	alfabetik adv.	
		 	 	
				
117)	already adv.	117.	Zaten adv.	
		 	 	
				
118)	also adv.	118.	Ayrıca adv.	
		 	 	
				
119)	alter v.	119.	v değiştirebilir.	
		 	 	
				
120)	alternative n., adj.	120.	Alternatif n., sıf.	
		 	 	
				
121)	alternatively adv.	121.	alternatif adv.	
		 	 	
				
122)	although conj.	122.	conj rağmen.	
		 	 	
				
123)	altogether adv.	123.	tamamen adv.	
		 	 	
				
124)	always adv.	124.	Her zaman adv.	
		 	 	
				
125)	a.m. (NAmE also A.M.) abbr.	125.	am (adı da AM) kısalt.	
		 	 	
				
126)	amaze v.	126.	v hayret.	
		 	 	
				
127)	amazing adj.	127.	İnanılmaz sıf.	
		 	 	
				
128)	amazed adj.	128.	hayret sıf.	
		 	 	
				
129)	ambition n.	129.	hırs n.	
		 	 	
				
130)	ambulance n.	130.	ambulans n.	
		 	 	
				


131)	among (also amongst) prep.	131.	arasında (aynı zamanda	
		 	 	
		arasında) hazırlık.	
				
132)	amount n., v.	132.	miktar n., v.	
		 	 	
				
133)	amuse v.	133.	amuse h.	
		 	 	
				
134)	amusing adj.	134.	eğlenceli sıf.	
		 	 	
				
135)	amused adj.	135.	eğlenerek sıf.	
		 	 	
				
136)	an  a, an	136.	bir  a, bir	
		 	 	
				
137)	analyse (BrE) (NAmE analyze)	137.	(BRE) (isim analiz) v	
v.		 	 	
 		analiz eder.	
		 	
				
138)	analysis n.	138.	Analiz n.	
		 	 	
				
139)	ancient adj.	139.	Antik sıf.	
		 	 	
				
140)	and conj.	140.	ve conj.	
		 	 	
				
141)	anger n.	141.	öfke n.	
		 	 	
				
142)	angle n.	142.	açı n.	
		 	 	
				
143)	angry adj.	143.	Kızgın sıf.	
		 	 	
				
144)	angrily adv.	144.	öfkeyle adv.	
		 	 	
				
145)	animal n.	145.	Hayvan n.	
		 	 	
				
146)	ankle n.	146.	Ayak bileği n.	
		 	 	
				
147)	anniversary n.	147.	yıldönümü n.	
		 	 	
				
148)	announce v.	148.	v duyurdu.	
		 	 	
				
149)	annoy v.	149.	v rahatsız.	
		 	 	
				
150)	annoying adj.	150.	can sıkıcı sıf.	
		 	 	
				
151)	annoyed adj.	151.	rahatsız sıf.	
		 	 	
				
152)	annual adj.	152.	Yıllık sıf.	
		 	 	
				
153)	annually adv.	153.	Yılda adv.	
		 	 	
				
154)	another det., pron.	154.	Başka bir det., zam.	
		 	 	
				
155)	answer n., v.	155.	n cevap., v.	
		 	 	
				
 

156)	anti- prefix	156.	anti öneki	
		 	 	
				
157)	anticipate v.	157.	v tahmin ediyoruz.	
		 	 	
				
158)	anxiety n.	158.	anksiyete n.	
		 	 	
				
159)	anxious adj.	159.	endişeli sıf.	
		 	 	
				
160)	anxiously adv.	160.	endişeyle adv.	
		 	 	
				
161)	any det., pron., adv.	161.	Herhangi	
		 	 	
		bir det., zam., adv.	
				
162)	anyone (also anybody) pron.	162.	Herkes (aynı zamanda	
		 	 	
		herkes) zam.	
				
163)	anything pron.	163.	şey zam.	
		 	 	
				
164)	anyway adv.	164.	zarf zaten.	
		 	 	
				
165)	anywhere adv.	165.	her yerde adv.	
		 	 	
				
166)	apart adv.	166.	ayrı adv.	
		 	 	
				
167)	apart from (also aside from	167.  dışında (ayrıca kenara öz	
especially in NAmE) prep.	 	
 	ellikle gelen isim) hazırlık dan.	
		 	
				
168)	apartment n. (especially	168.  Daire n. (özellikle isim)	
NAmE)	 	
 			
				
169)	apologize (BrE also -ise) v.	169.  Özür dilemek (BRE da -	
		 	
		ise) v.		
				
170)	apparent adj.	170.	belirgin sıf.	
		 	 	
				
171)	apparently adv.	171.	görünüşte adv.	
		 	 	
				
172)	appeal n., v.	172.	n itiraz., v.	
		 	 	
				
173)	appear v.	173.	v görünür.	
		 	 	
				
174)	appearance n.	174.	görünüm n.	
		 	 	
				
175)	apple n.	175.	elma n.	
		 	 	
				
176)	application n.	176.	Uygulama n.	
		 	 	
				
177)	apply v.	177.	v uygulayın.	
		 	 	
				
178)	appoint v.	178.	v atar.	
		 	 	
				
179)	appointment n.	179.	Randevu n.	
		 	 	
				


180)	appreciate v.	180.	v teşekkür ederiz.	
		 	 	
				
181)	approach v., n.	181.	yaklaşım v. n.	
		 	 	
				
182)	appropriate adj.	182.	Uygun sıf.	
		 	 	
				
183)	approval n.	183.	Onay n.	
		 	 	
				
184)	approve (of) v.	184.	v (bir) onaylamak.	
		 	 	
				
185)	approving adj.	185.	adj onaylanması.	
		 	 	
				
186)	approximate adj.	186.	Yaklaşık sıf.	
		 	 	
				
187)	approximately adv.	187.	Yaklaşık adv.	
		 	 	
				
188)	April n. (abbr. Apr.)	188.	Nisan n. (Kısalt. Nisan)	
		 	 	
				
189)	area n.	189.	Alan n.	
		 	 	
				
190)	argue v.	190.	v savunuyorlar.	
		 	 	
				
191)	argument n.	191.	argüman n.	
		 	 	
				
192)	arise v.	192.	v ortaya çıkar.	
		 	 	
				
193)	arm n., v.	193.	Kol n., v.	
		 	 	
				
194)	arms n.	194.	silah n.	
		 	 	
				
195)	armed adj.	195.	Silahlı sıf.	
		 	 	
				
196)	army n.	196.	Ordu n.	
		 	 	
				
197)	around adv., prep.	197.	adv etrafında., hazırlık.	
		 	 	
				
198)	arrange v.	198.	v düzenlemek.	
		 	 	
				
199)	arrangement n.	199.	düzenleme n.	
		 	 	
				
200)	arrest v., n.	200.	v tutuklama., n.	
		 	 	
				
201)	arrival n.	201.	Varış n.	
		 	 	
				
202)	arrive v.	202.	v geliyor.	
		 	 	
				
203)	arrow n.	203.	n ok.	
		 	 	
				
204)	art n.	204.	sanat n.	
		 	 	
				
205)	article n.	205.	makale n.	
		 	 	
				


206)	artificial adj.	206.	Yapay sıf.	
		 	 	
				
207)	artificially adv.	207.	yapay adv.	
		 	 	
				
208)	artist n.	208.	Sanatçı n.	
		 	 	
				
209)	artistic adj.	209.	sanatsal sıf.	
		 	 	
				
210)	as prep., adv., conj.	210.	prep olarak., adv., conj.	
		 	 	
				
211)	ashamed adj.	211.	utanmıyor sıf.	
		 	 	
				
212)	aside adv.	212.	kenara adv.	
		 	 	
				
213)	aside from  apart from	213.	den başka  dışında	
		 	 	
				
214)	ask v.	214.	v isteyin.	
		 	 	
				
215)	asleep adj.	215.	uykuda sıf.	
		 	 	
				
216)	fall asleep	216.	uyuyakal	
		 	 	
				
217)	aspect n.	217.	boy n.	
		 	 	
				
218)	assist v.	218.	v yardımcı olur.	
		 	 	
				
219)	assistance n.	219.	yardım n.	
		 	 	
				
220)	assistant n., adj.	220.	asistan n., sıf.	
		 	 	
				
221)	associate v.	221.	doçent v.	
		 	 	
				
222)	associated with	222.	ile ilişkili	
		 	 	
				
223)	association n.	223.	Dernek n.	
		 	 	
				
224)	assume v.	224.	v varsayalım.	
		 	 	
				
225)	assure v.	225.	v sağlamak.	
		 	 	
				
226)	at prep.	226.	hazırlık at.	
		 	 	
				
227)	atmosphere n.	227.	atmosfer n.	
		 	 	
				
228)	atom n.	228.	atomunu n.	
		 	 	
				
229)	attach v.	229.	v takın.	
		 	 	
				
230)	attached adj.	230.	Ekli sıf.	
		 	 	
				
231)	attack n., v.	231.	Saldırı n., v.	
		 	 	
				
 

232)	attempt n., v.	232.	n girişimi., v.	
		 	 	
				
233)	attempted adj.	233.	teşebbüs sıf.	
		 	 	
				
234)	attend v.	234.	v katılmak.	
		 	 	
				
235)	attention n.	235.	Dikkat n.	
		 	 	
				
236)	pay attention	236.	çok dikkat	
		 	 	
				
237)	attitude n.	237.	tutum n.	
		 	 	
				
238)	attorney n. (especially NAmE)	238.  avukat n. (özellikle isim)	
		 	
				
239)	attract v.	239.	v çekmek.	
		 	 	
				
240)	attraction n.	240.	cazibe n.	
		 	 	
				
241)	attractive adj.	241.	çekici sıf.	
		 	 	
				
242)	audience n.	242.	seyirci n.	
		 	 	
				
243)	August n. (abbr. Aug.)	243.  Ağustos n. (Kısalt. Ağust	
		 	
		os)		
				
244)	aunt n.	244.	teyze n.	
		 	 	
				
245)	author n.	245.	Yazar n.	
		 	 	
				
246)	authority n.	246.	yetki n.	
		 	 	
				
247)	automatic adj.	247.	Otomatik sıf.	
		 	 	
				
248)	automatically adv.	248.	otomatik adv.	
		 	 	
				
249)	autumn n. (especially BrE)	249.  Sonbahar n. (özellikle BR	
		 	
		E)		
				
250)	available adj.	250.	Mevcut adj.	
		 	 	
				
251)	average adj., n.	251.	Ortalama adj., n.	
		 	 	
				
252)	avoid v.	252.	v kaçının.	
		 	 	
				
253)	awake adj.	253.	Uyanık sıf.	
		 	 	
				
254)	award n., v.	254.	Ödül n., v.	
		 	 	
				
255)	aware adj.	255.	farkında sıf.	
		 	 	
				
256)	away adv.	256.	uzak adv.	
		 	 	
				
257)	awful adj.	257.	korkunç sıf.	
		 	 	
				


258)	awfully adv.	258.	müthiş adv.	
		 	 	
				
259)	awkward adj.	259.	garip sıf.	
		 	 	
				
260)	awkwardly adv.	260.	beceriksizce adv.	
		 	 	
				
261)	baby n.	261.	Bebek n.	
		 	 	
				
262)	back n., adj., adv., v.	262.  geri n., adj., adv., v.	
		 	
				
263)	background n.	263.	Arka plan n.	
		 	 	
				
264)	backwards (also backward	264.  adv geriye (özellikle adı d	
especially in NAmE) adv.	 	
 	a geri).	
		 	
				
265)	backward adj.	265.	geriye sıf.	
		 	 	
				
266)	bacteria n.	266.	Bakteri n.	
		 	 	
				
267)	bad adj.	267.	Kötü sıf.	
		 	 	
				
268)	go bad	268.	ekşimek	
		 	 	
				
269)	badly adv.	269.	kötü adv.	
		 	 	
				
270)	bad-tempered adj.	270.	adj kötü huylu.	
		 	 	
				
271)	bag n.	271.	torba n.	
		 	 	
				
272)	baggage n. (especially NAmE)	272.  bagaj n. (özellikle isim)	
		 	
				
273)	bake v.	273.	fırında v.	
		 	 	
				
274)	balance n., v.	274.	denge n., v.	
		 	 	
				
275)	ball n.	275.	top n.	
		 	 	
				
276)	ban v., n.	276.	v yasak., n.	
		 	 	
				
277)	band n.	277.	bant n.	
		 	 	
				
278)	bandage n., v.	278.	Bandaj n., v.	
		 	 	
				
279)	bank n.	279.	Banka n.	
		 	 	
				
280)	bar n.	280.	n bar.	
		 	 	
				
281)	bargain n.	281.	pazarlık n.	
		 	 	
				
282)	barrier n.	282.	Bariyer n.	
		 	 	
				
283)	base n., v.	283.	Baz n., v.	
		 	 	
				


284)	based on	284.	dayalı	
		 	 	
				
285)	basic adj.	285.	Temel sıf.	
		 	 	
				
286)	basically adv.	286.	temelde adv.	
		 	 	
				
287)	basis n.	287.	baz n.	
		 	 	
				
288)	bath n.	288.	banyo n.	
		 	 	
				
289)	bathroom n.	289.	Banyo n.	
		 	 	
				
290)	battery n.	290.	Pil n.	
		 	 	
				
291)	battle n.	291.	Savaş n.	
		 	 	
				
292)	bay n.	292.	defne n.	
		 	 	
				
293)	be v., auxiliary v.	293.	h olabilir., yardımcı h.	
		 	 	
				
294)	beach n.	294.	plaj n.	
		 	 	
				
295)	beak n.	295.	n gaga.	
		 	 	
				
296)	bear v.	296.	v ayı.	
		 	 	
				
297)	beard n.	297.	sakal n.	
		 	 	
				
298)	beat n., v.	298.	n yendi. v.	
		 	 	
				
299)	beautiful adj.	299.	güzel sıf.	
		 	 	
				
300)	beautifully adv.	300.	güzel adv.	
		 	 	
				
301)	beauty n.	301.	güzellik n.	
		 	 	
				
302)	because conj.	302.	conj çünkü.	
		 	 	
				
303)	because of prep.	303.	hazırlık için.	
		 	 	
				
304)	become v.	304.	v olur.	
		 	 	
				
305)	bed n.	305.	Yatakta n.	
		 	 	
				
306)	bedroom n.	306.	Yatak odası n.	
		 	 	
				
307)	beef n.	307.	sığır n.	
		 	 	
				
308)	beer n.	308.	Bira n.	
		 	 	
				
309)	before prep., conj., adv.	309.	önce hazırlık., conj., adv.	
		 	 	
				


310)	begin v.	310.	v başlar.	
		 	 	
				
311)	beginning n.	311.	n başında.	
		 	 	
				
312)	behalf n.: on behalf of sb, on	312.  adına n. sb adına, (SBA €	
sb’s behalf (BrE) (NAmE in behalf of	 	
 	™ s adına sb adına isim,) SBA	
sb, in sb’s behalf)	 	
 	€ ™ s adına (BRE)üzerine	
		 	
				
313)	behave v.	313.	v davranır.	
		 	 	
				
314)	behaviour (BrE) (NAmE	314.  davranış (BRE) (isim davr	
behavior) n.	 	
 	anış) n.	
		 	
				
315)	behind prep., adv.	315.	prep arkasında., adv.	
		 	 	
				
316)	belief n.	316.	inanç n.	
		 	 	
				
317)	believe v.	317.	v inanıyorum.	
		 	 	
				
318)	bell n.	318.	çan n.	
		 	 	
				
319)	belong v.	319.	v aittir.	
		 	 	
				
320)	below prep., adv.	320.	prep altında., adv.	
		 	 	
				
321)	belt n.	321.	Kayış n.	
		 	 	
				
322)	bend v., n.	322.	bend v. n.	
		 	 	
				
323)	bent adj.	323.	bükülmüş sıf.	
		 	 	
				
324)	beneath prep., adv.	324.	prep altında., adv.	
		 	 	
				
325)	benefit n., v.	325.	n yarar. v.	
		 	 	
				
326)	beside prep.	326.	hazırlık yanında.	
		 	 	
				
327)	bet v., n.	327.	v bahis., n.	
		 	 	
				
328)	betting n.	328.	n bahis.	
		 	 	
				
329)	better, best  good, well	329.	Daha iyi, en iyi  Çok iyi	
		 	 	
				
330)	between prep., adv.	330.	prep arasında., adv.	
		 	 	
				
331)	beyond prep., adv.	331.	prep ötesinde., adv.	
		 	 	
				
332)	bicycle (also bike) n.	332.	Bisiklet (ayrıca bisiklet)	
		 	 	
		n.		
				
333)	bid v., n.	333.	v teklif., n.	
		 	 	
				
 

334)	big adj.	334.	Büyük sıf.	
		 	 	
				
335)	bill n.	335.	Tasarı n.	
		 	 	
				
336)	bin n. (BrE)	336.	Bin n. (BRE)	
		 	 	
				
337)	biology n.	337.	biyoloji n.	
		 	 	
				
338)	bird n.	338.	Kuş n.	
		 	 	
				
339)	birth n.	339.	doğum n.	
		 	 	
				
340)	give birth (to)	340.	dünyaya getirmek)	
		 	 	
				
341)	birthday n.	341.	doğum günü n.	
		 	 	
				
342)	biscuit n. (BrE)	342.	bisküvi n. (BRE)	
		 	 	
				
343)	bit n. (especially BrE)	343.	Bit n. (özellikle BRE)	
		 	 	
				
344)	a bit	344.	biraz	
		 	 	
				
345)	bite v., n.	345.	v ısırmak., n.	
		 	 	
				
346)	bitter adj.	346.	Acı sıf.	
		 	 	
				
347)	bitterly adv.	347.	acı adv.	
		 	 	
				
348)	black adj., n.	348.	Siyah adj., n.	
		 	 	
				
349)	blade n.	349.	Bıçak n.	
		 	 	
				
350)	blame v., n.	350.	v suçlarlar., n.	
		 	 	
				
351)	blank adj., n.	351.	Boş adj., n.	
		 	 	
				
352)	blankly adv.	352.	boş boş zarf.	
		 	 	
				
353)	blind adj.	353.	Kör sıf.	
		 	 	
				
354)	block n., v.	354.	Blok n., v.	
		 	 	
				
355)	blonde adj., n., blond adj.	355.	sarışın adj., n., sarışın sıf.	
		 	 	
				
356)	blood n.	356.	Kan n.	
		 	 	
				
357)	blow v., n.	357.	v darbe., n.	
		 	 	
				
358)	blue adj., n.	358.	Mavi adj., n.	
		 	 	
				
359)	board n., v.	359.	tahta n., v.	
		 	 	
				


360)	on board	360.	tahtada	
		 	 	
				
361)	boat n.	361.	Tekne n.	
		 	 	
				
362)	body n.	362.	vücut n.	
		 	 	
				
363)	boil v.	363.	kaynatın v.	
		 	 	
				
364)	bomb n., v.	364.	Bomba n., v.	
		 	 	
				
365)	bone n.	365.	Kemik n.	
		 	 	
				
366)	book n., v.	366.	Kitap n., v.	
		 	 	
				
367)	boot n.	367.	Önyükleme n.	
		 	 	
				
368)	border n.	368.	Sınır n.	
		 	 	
				
369)	bore v.	369.	delik v.	
		 	 	
				
370)	boring adj.	370.	Sıkıcı sıf.	
		 	 	
				
371)	bored adj.	371.	sıkılmış sıf.	
		 	 	
				
372)	born: be born v.	372.	doğan: v doğacak.	
		 	 	
				
373)	borrow v.	373.	v ödünç.	
		 	 	
				
374)	boss n.	374.	patron n.	
		 	 	
				
375)	both det., pron.	375.	Her iki det., zam.	
		 	 	
				
376)	bother v.	376.	v rahatsız.	
		 	 	
				
377)	bottle n.	377.	Şişe n.	
		 	 	
				
378)	bottom n., adj.	378.	Alt n., sıf.	
		 	 	
				
379)	bound adj.: bound to	379.	sınır adj. bağlı	
		 	 	
				
380)	bowl n.	380.	kase n.	
		 	 	
				
381)	box n.	381.	kutu n.	
		 	 	
				
382)	boy n.	382.	Oğlan n.	
		 	 	
				
383)	boyfriend n.	383.	sevgilisi n.	
		 	 	
				
384)	brain n.	384.	Beyin n.	
		 	 	
				
385)	branch n.	385.	Şube n.	
		 	 	
				


386)	brand n.	386.	Marka n.	
		 	 	
				
387)	brave adj.	387.	Cesur sıf.	
		 	 	
				
388)	bread n.	388.	Ekmek n.	
		 	 	
				
389)	break v., n.	389.	v kırmak., n.	
		 	 	
				
390)	broken adj.	390.	Kırık sıf.	
		 	 	
				
391)	breakfast n.	391.	Kahvaltı n.	
		 	 	
				
392)	breast n.	392.	Meme n.	
		 	 	
				
393)	breath n.	393.	Nefes n.	
		 	 	
				
394)	breathe v.	394.	v nefes.	
		 	 	
				
395)	breathing n.	395.	n nefes.	
		 	 	
				
396)	breed v., n.	396.	v cins., n.	
		 	 	
				
397)	brick n.	397.	tuğla n.	
		 	 	
				
398)	bridge n.	398.	Köprü n.	
		 	 	
				
399)	brief adj.	399.	kısa sıf.	
		 	 	
				
400)	briefly adv.	400.	kısaca adv.	
		 	 	
				
401)	bright adj.	401.	Parlak sıf.	
		 	 	
				
402)	brightly adv.	402.	parlak adv.	
		 	 	
				
403)	brilliant adj.	403.	parlak sıf.	
		 	 	
				
404)	bring v.	404.	v getir.	
		 	 	
				
405)	broad adj.	405.	Geniş sıf.	
		 	 	
				
406)	broadly adv.	406.	geniş adv.	
		 	 	
				
407)	broadcast v., n.	407.	v yayın., n.	
		 	 	
				
408)	broken  break	408.	kırık  mola	
		 	 	
				
409)	brother n.	409.	kardeşim n.	
		 	 	
				
410)	brown adj., n.	410.	kahverengi adj., n.	
		 	 	
				
411)	brush n., v.	411.	Fırça n., v.	
		 	 	
				
 

412)	bubble n.	412.	kabarcık n.	
		 	 	
				
413)	budget n.	413.	Bütçe n.	
		 	 	
				
414)	build v.	414.	v oluşturmak.	
		 	 	
				
415)	building n.	415.	Bina n.	
		 	 	
				
416)	bullet n.	416.	bullet n.	
		 	 	
				
417)	bunch n.	417.	demet n.	
		 	 	
				
418)	burn v.	418.	v yakmak.	
		 	 	
				
419)	burnt adj.	419.	Yanmış sıf.	
		 	 	
				
420)	burst v.	420.	patlama v.	
		 	 	
				
421)	bury v.	421.	v gömmek.	
		 	 	
				
422)	bus n.	422.	Otobüs n.	
		 	 	
				
423)	bush n.	423.	çalı n.	
		 	 	
				
424)	business n.	424.	iş n.	
		 	 	
				
425)	businessman, businesswoman	425.	işadamı, işkadını n.	
n.		 	 	
 				
				
426)	busy adj.	426.	Yoğun sıf.	
		 	 	
				
427)	but conj.	427.	ama conj.	
		 	 	
				
428)	butter n.	428.	tereyağı n.	
		 	 	
				
429)	button n.	429.	düğmesi n.	
		 	 	
				
430)	buy v.	430.	v satın alabilirsiniz.	
		 	 	
				
431)	buyer n.	431.	Alıcı n.	
		 	 	
				
432)	by prep., adv.	432.	prep tarafından., adv.	
		 	 	
				
433)	bye exclamation	433.	bye ünlem	
		 	 	
				
434)	c abbr.  cent	434.	c kısalt.  sent	
		 	 	
				
435)	cabinet n.	435.	Kabine n.	
		 	 	
				
436)	cable n.	436.	Kablo n.	
		 	 	
				
437)	cake n.	437.	Kek n.	
		 	 	
				
 

438)	calculate v.	438.	v hesaplayın.	
		 	 	
				
439)	calculation n.	439.	Hesaplama n.	
		 	 	
				
440)	call v., n.	440.	v diyoruz., n.	
		 	 	
				
441)	be called	441.	adlandırılabilir	
		 	 	
				
442)	calm adj., v., n.	442.	sakin adj., v., n.	
		 	 	
				
443)	calmly adv.	443.	sakince adv.	
		 	 	
				
444)	camera n.	444.	Kamera n.	
		 	 	
				
445)	camp n., v.	445.	Kamp n., v.	
		 	 	
				
446)	camping n.	446.	n kamp.	
		 	 	
				
447)	campaign n.	447.	Kampanya n.	
		 	 	
				
